titulo,data,proximo_video
https://www.youtube.com/watch?v=tbMhAPd8PlA,2026-01-31 15:54:04,https://www.youtube.com/watch?v=CmnK-rjV9IA
https://www.youtube.com/watch?v=CmnK-rjV9IA,2026-01-31 16:01:01,https://www.youtube.com/watch?v=o4KipYz89XU
https://www.youtube.com/watch?v=o4KipYz89XU,2026-01-31 16:04:38,https://www.youtube.com/watch?v=1ETugS912Tg
https://www.youtube.com/watch?v=1ETugS912Tg,2026-01-31 16:05:03,https://www.youtube.com/watch?v=Ec3L4ncWvdA
https://www.youtube.com/watch?v=Ec3L4ncWvdA,2026-01-31 16:11:19,https://www.youtube.com/watch?v=EPuSc-G3v9A
https://www.youtube.com/watch?v=EPuSc-G3v9A,2026-01-31 16:16:46,https://www.youtube.com/watch?v=JalCx1yB354
https://www.youtube.com/watch?v=JalCx1yB354,2026-01-31 16:22:33,https://www.youtube.com/watch?v=5IVzOEN6Jpw
https://www.youtube.com/watch?v=5IVzOEN6Jpw,2026-01-31 16:26:18,https://www.youtube.com/watch?v=hlzTfuFrdKk
https://www.youtube.com/watch?v=hlzTfuFrdKk,2026-01-31 16:26:43,https://www.youtube.com/watch?v=5g8sz6gzuQo
https://www.youtube.com/watch?v=5g8sz6gzuQo,2026-02-03 23:56:35,https://www.youtube.com/watch?v=cWrNNL6Fje4
https://www.youtube.com/watch?v=cWrNNL6Fje4,2026-02-04 07:42:09,https://www.youtube.com/watch?v=l-2LUSxCaRo
https://www.youtube.com/watch?v=l-2LUSxCaRo,2026-02-04 07:42:47,https://www.youtube.com/watch?v=kHKVFxyTjsE
https://www.youtube.com/watch?v=kHKVFxyTjsE,2026-02-04 07:50:54,https://www.youtube.com/watch?v=_AFJSI4fJHs
https://www.youtube.com/watch?v=_AFJSI4fJHs,2026-02-07 10:58:14,https://www.youtube.com/watch?v=30VagMEospM
https://www.youtube.com/watch?v=30VagMEospM,2026-02-07 10:58:15,https://www.youtube.com/watch?v=Ee4JPYNvfaE
https://www.youtube.com/watch?v=Ee4JPYNvfaE,2026-02-07 11:15:45,https://www.youtube.com/watch?v=kxnb-gwo2rk
https://www.youtube.com/watch?v=kxnb-gwo2rk,2026-02-07 11:16:16,https://www.youtube.com/watch?v=cWrNNL6Fje4
https://www.youtube.com/watch?v=cWrNNL6Fje4,2026-02-07 11:18:23,https://www.youtube.com/watch?v=l-2LUSxCaRo
https://www.youtube.com/watch?v=l-2LUSxCaRo,2026-02-07 11:18:31,https://www.youtube.com/watch?v=ByQeHi42Upw
https://www.youtube.com/watch?v=ByQeHi42Upw,2026-02-07 11:29:42,https://www.youtube.com/watch?v=n1arSFa2gds
https://www.youtube.com/watch?v=n1arSFa2gds,2026-02-07 11:35:21,https://www.youtube.com/watch?v=r4dbQy7IHE8
https://www.youtube.com/watch?v=r4dbQy7IHE8,2026-02-07 12:31:43,https://www.youtube.com/watch?v=Ln46Dfn3QRU
https://www.youtube.com/watch?v=Ln46Dfn3QRU,2026-02-07 12:33:00,https://www.youtube.com/watch?v=EPuSc-G3v9A
https://www.youtube.com/watch?v=EPuSc-G3v9A,2026-02-07 12:34:54,https://www.youtube.com/watch?v=9jPJfWqT-So
